variant,seed,expected_n,mutation_id,step,kind,outcome,channel,local_failures
Hybrid_cTS,1235,100,6,433,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,7,2513,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,8,2872,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,9,2528,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,10,3753,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,11,360,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,12,3929,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,13,2054,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,14,837,CYCLE_DIFF_COUNT_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,15,3231,INSTR_TYPE_MOD,applied,C1,1
Hybrid_cTS,1235,100,16,2511,INSTR_TYPE_MOD,applied,C1,2
Hybrid_cTS,1235,100,17,3080,INSTR_TYPE_MOD,applied,C1,3
Hybrid_cTS,1235,100,18,2597,INSTR_TYPE_MOD,applied,C1,6
Hybrid_cTS,1235,100,19,374,INSTR_TYPE_MOD,applied,C1,12
Hybrid_cTS,1235,100,20,993,INSTR_TYPE_MOD,applied,C1,4
Hybrid_cTS,1235,100,21,687,INSTR_TYPE_MOD,applied,C1,4
Hybrid_cTS,1235,100,22,759,INSTR_TYPE_MOD,applied,C1,5
Hybrid_cTS,1235,100,23,0,INSTR_TYPE_MOD,applied,C1,6
Hybrid_cTS,1235,100,24,2896,INSTR_WORD_MOD_FULL,applied,C1,1
Hybrid_cTS,1235,100,25,388,INSTR_WORD_MOD_FULL,applied,C1,1
Hybrid_cTS,1235,100,26,102,INSTR_WORD_MOD_FULL,applied,C1,3
Hybrid_cTS,1235,100,27,339,INSTR_WORD_MOD_FULL,applied,C1,4
Hybrid_cTS,1235,100,28,530,INSTR_WORD_MOD_FULL,applied,C1,1
Hybrid_cTS,1235,100,29,1852,INSTR_WORD_MOD_FULL,applied,C1,1
Hybrid_cTS,1235,100,30,529,INSTR_WORD_MOD_FULL,applied,C1,1
Hybrid_cTS,1235,100,31,2691,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1235,100,32,3834,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1235,100,33,1300,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1235,100,34,2596,INSTR_WORD_MOD_SUR,applied,C1,3
Hybrid_cTS,1235,100,35,921,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1235,100,36,672,INSTR_WORD_MOD_SUR,applied,C1,2
Hybrid_cTS,1235,100,37,920,INSTR_WORD_MOD_SUR,applied,C1,1
Hybrid_cTS,1235,100,38,1518,LOAD_VAL_MOD,applied,C1,1
Hybrid_cTS,1235,100,39,2055,LOAD_VAL_MOD,applied,C1,2
Hybrid_cTS,1235,100,40,2329,MEM_VAL_MOD,applied,C1,6
Hybrid_cTS,1235,100,41,2506,MEM_VAL_MOD,applied,C1,4
Hybrid_cTS,1235,100,42,2167,MEM_VAL_MOD,applied,C1,4
Hybrid_cTS,1235,100,43,3400,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1235,100,44,3134,MEM_VAL_MOD,applied,C1,2
Hybrid_cTS,1235,100,45,3929,MEM_VAL_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,46,920,MEM_VAL_MOD,applied,C1,6
Hybrid_cTS,1235,100,47,1853,MEM_VAL_MOD,applied,C1,4
Hybrid_cTS,1235,100,48,0,MEM_VAL_MOD,applied,C1,10
Hybrid_cTS,1235,100,49,2137,PRE_EXEC_REG_MOD,applied,C1,2
Hybrid_cTS,1235,100,50,387,PRE_EXEC_REG_MOD,applied,C1,2
Hybrid_cTS,1235,100,51,3658,PRE_EXEC_REG_MOD,applied,C1,3
Hybrid_cTS,1235,100,52,3503,PRE_EXEC_REG_MOD,applied,C1,1
Hybrid_cTS,1235,100,53,3591,PRE_EXEC_REG_MOD,applied,C1,2
Hybrid_cTS,1235,100,54,991,PRE_EXEC_REG_MOD,applied,C1,4
Hybrid_cTS,1235,100,55,3157,PRE_EXEC_REG_MOD,applied,C1,4
Hybrid_cTS,1235,100,56,0,PRE_EXEC_REG_MOD,applied,C1,10
Hybrid_cTS,1235,100,57,2834,STORE_OUT_MOD,applied,C1,2
Hybrid_cTS,1235,100,58,3909,STORE_OUT_MOD,applied,C1,2
Hybrid_cTS,1235,100,59,139,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,60,591,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,61,1207,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,62,2944,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,63,886,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,64,2314,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,65,3915,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,66,3929,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,67,686,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,68,1088,TXN_PREV_CYCLE_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,69,2379,TXN_PREV_WORD_MOD,applied,C1,2
Hybrid_cTS,1235,100,70,511,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,71,206,TXN_PREV_WORD_MOD,applied,C1,1
Hybrid_cTS,1235,100,72,1297,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,73,696,TXN_PREV_WORD_MOD,applied,applied_other,0
Hybrid_cTS,1235,100,74,530,TXN_PREV_WORD_MOD,applied,C1,1
Hybrid_cTS,1235,100,75,3789,TXN_PREV_WORD_MOD,applied,C1,2
Hybrid_cTS,1235,100,76,3929,TXN_PREV_WORD_MOD,applied,C1,16
Hybrid_cTS,1235,100,77,294,TXN_PREV_WORD_MOD,applied,C1,1
Hybrid_cTS,1235,100,78,762,TXN_PREV_WORD_MOD,applied,C1,1
Hybrid_cTS,1235,100,79,2995,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1235,100,80,3779,BR_NEG_COND,skipped,C5,0
Hybrid_cTS,1235,100,81,3653,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1235,100,82,3747,BR_NEG_COND,applied,C1,1
Hybrid_cTS,1235,100,83,2311,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1235,100,84,3766,BR_NEG_COND,applied,C1,1
Hybrid_cTS,1235,100,85,3928,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1235,100,86,2055,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1235,100,87,1850,BR_NEG_COND,applied,C2,0
Hybrid_cTS,1235,100,88,3034,INSTR_WORD_MOD,applied,C1,13
Hybrid_cTS,1235,100,89,97,INSTR_WORD_MOD,applied,accepted,0
Hybrid_cTS,1235,100,90,532,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1235,100,91,3660,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1235,100,92,1499,INSTR_WORD_MOD,applied,C1,2
Hybrid_cTS,1235,100,93,3365,INSTR_WORD_MOD,applied,C1,3
Hybrid_cTS,1235,100,94,433,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1235,100,95,3779,INSTR_WORD_MOD,skipped,C5,0
Hybrid_cTS,1235,100,96,3156,INSTR_WORD_MOD,applied,C1,3
Hybrid_cTS,1235,100,97,2506,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1235,100,98,2653,INSTR_WORD_MOD,applied,C2,0
Hybrid_cTS,1235,100,99,2161,INSTR_WORD_MOD,applied,accepted,0
Hybrid_cTS,1235,100,100,857,INSTR_WORD_MOD,applied,accepted,0
